Id,Husb,Wife,Children
F511009,I532650,I532651,I532658|I532652|I532659|I532653|I532654|I532655|I532656|I532657|I528551
F511010,I532660,I532661,I528839
F511011,I532663,I532651,""
F511012,I532664,I532651,""
F511013,I532665,I532652,""
F511014,I532666,I532652,""
F511015,I532667,I532668,I532669|I532651|I532670
F511016,I532672,I532652,I532674|I532671|I532673
F511017,I532675,I532655,""
F511018,I532676,I532677,I532680|I532683|I532681|I532678|I533299|I532682|I533300|I532679|I532650|I533301
F511019,I532684,I532685,I532686|I532570|I532687
F511020,I532688,I530085,I532689
F511021,I532693,I532694,""
F511023,I532695,I532696,I532697|I532698|I532699
F511024,I532703,I532697,""
F511025,I532704,I532705,I532703
F511026,I532707,I532708,I532709|I532710|I532510|I532711|I532712|I532713
F511027,I532714,I532715,I532483
F511028,I532716,I532717,I532482|I532719|I532718|I532720|I532721|I532722|I532723
F511029,I532724,I532725,I532518|I532726|I532727
F511030,I532731,I532732,I523584|I532734|I532736|I532735|I532737
F511032,I532738,I532739,I532740|I528728
F511033,I532741,I532742,I532632|I532743
F511034,I533360,I532745,I533367|I533369|I534343|I531294|I534345|I532755|I532756|I532757|I532758
F511035,I532759,I532760,I532761|I532762|I532763|I532764|I531657|I532765
F511036,I531657,I532766,I532767
F511037,I525327,I532768,I532769|I532770|I532771|I532772
F511038,I532773,"",I515281
F511039,I532774,I533292,I526987|I533293|I533508|I533548
F511040,I532776,I532777,I524633|I532778
F511041,I532779,I527134,""
F511042,I526691,I532781,I532782
F511043,I532784,I532783,I532787
F511044,I532785,I532786,I532784
F511045,I532798,I532797,I532799
F511046,I532800,I532801,I532802
F511047,I532803,I532804,I536798|I532801|I536188|I536198
F511049,I532807,I532808,I526578
F511050,I532811,I532812,I533420|I532813
F511051,I532815,I532816,I514202
F511052,I532820,I532821,I532822
F511053,I532823,I532771,I532825|I532824|I532826
F511054,I532828,I514185,I532829
F511055,I532830,I532831,I532828
F511056,I532837,I532838,I532823
F511057,I532839,I532840,I514732|I532842
F511058,"",I532841,I532839
F511059,I511812,I532843,""
F511060,I532844,I511811,""
F511061,I532845,I532846,I532843
F511062,I519813,I532848,""
F511063,I532851,I532854,""
F511064,I532855,I529782,I536708|I536709
F511065,I532857,I532856,""
F511067,I529780,I532514,I532864|I532865|I532866
F511068,I532859,I532862,""
F511069,I529780,I532863,""
F511070,I532867,I532866,""
F511071,I532868,I532869,I532867|I536053|I535999
F511072,I532870,I532871,I523716
F511073,I532872,I532873,I532871|I537228
F511074,I532874,I532875,I532870
F511075,I532876,I532877,I532874
F511076,I532878,I532879,I532876
F511077,I532880,I532881,I532878
F511078,I532882,I532883,I532880
F511079,I532884,I532885,I532882
F511080,I532886,I532887,I532884
F511081,I532890,I532889,""
F511082,I532894,I532895,I532896|I530052
F511083,I532898,I532897,""
F511084,I532899,I532900,I532898
F511085,I532903,I532904,I503403
F511086,I532908,I532907,""
F511087,I532910,I532911,I532913|I532914|I529581
F511088,I532915,I532916,I532923|I532376|I532921|I532919|I532920|I532922|I532924|I532925|I532926
F511089,I532915,"",I532918|I532917
F511090,I532927,I527404,I532929|I532930|I532928|I532931|I532932|I532933
F511091,I528576,I532935,I532937
F511092,I528576,I532936,I532938|I532939|I532940
F511093,I532941,I528882,""
F511094,I529041,"",I532944|I532945|I532947|I532942|I532943|I532946
F511095,I529246,I532948,I532949|I532950|I532951
F511096,I529249,I532952,I532953
F511097,I532954,I532955,I529778
F511098,I532956,I532957,I532958|I530151
F511099,I532959,I532960,I532227|I532961|I532962|I532965
F511100,I532227,I532964,I532963
F511101,I532227,I532967,I532966
F511102,I532970,I532971,I532972|I525042|I532973
F511103,I532974,I532975,I528460
F511104,I532976,I532977,I529149
F511105,I532980,I529215,I532981|I532982|I532983
F511106,I523965,I532984,I532990|I532986|I532987|I532988|I532989
F511107,I523965,I532985,I532991|I532992|I532993
F511108,I504013,I532994,I533001|I533002
F511109,I533003,I505978,I533008|I533009
F511110,I505819,I533010,I533012|I533013
F511111,I505819,I533011,I533014
F511113,I506267,I533023,I533028|I533027|I533026
F511114,I509532,I533029,""
F511115,I533030,I533031,I510483|I533032|I533034|I533033
F511116,I510604,I533035,I533040
F511117,I512635,I533041,""
F511118,I533042,I533043,I517799|I533049|I533045|I533050|I533044|I533046|I533047|I533048
F511119,I533051,I524008,I533053|I533052|I533054
F511120,I533055,I533056,I525544
F511121,I533057,I525544,""
F511122,I527213,I533058,I533059
F511123,I527403,I533060,I533063|I533064
F511124,"",I524005,I533062
F511125,I533065,I533066,I527747
F511126,I528044,I533067,I533068
F511127,I528972,I533069,I533072
F511128,I528969,"",I533071|I533070
F511129,I533073,I533074,I528451|I533079|I533080|I533081|I533075|I533076|I533082|I533077|I533078
F511130,I529007,I533083,I533084
F511131,I528589,"",I533089|I533090|I533088|I533091|I533092
F511132,I533093,I533094,I529546
F511133,I533095,I533096,I533097|I533098|I529586|I533099
F511136,I533110,I533111,I524984|I533117
F511137,I524984,I533116,""
F511138,I533126,I533127,I533128|I533129|I529710
F511139,I533136,I532654,I533137|I533138|I533139
F511140,I533140,I533141,I533142|I505628
F511141,I533143,I533144,I533145|I533146|I533147|I533148|I504201|I533149|I533150
F511142,I533151,I512516,I533152|I533153|I533154
F511143,I533155,I533156,I533157|I514736|I533160|I533158|I533159
F511144,I518075,I533161,I533163|I533162
F511145,I533164,I519968,I533171|I533172|I533173|I533174|I533175|I533176
F511146,I522561,I533177,I533181|I533179|I533182|I533183|I533184|I533185|I533178|I533186|I533187|I533180
F511147,I523589,I533188,I533191|I533190|I533189
F511148,I524050,"",I533192
F511149,I533193,I533194,I524363|I533195|I533196|I533197
F511151,I533213,"",I525001
F511152,I533214,I533215,I525106
F511153,I526644,I533227,I533228|I533229
F511154,I533230,I533231,I525448
F511155,I527246,I533232,I533242|I533241|I533240
F511156,I533246,I533247,I528931|I533249|I533250|I533248
F511157,I533251,I533252,I533255|I533253|I533254|I528214
F511158,I533260,I533259,I533261
F511159,I533262,I533263,I533264|I533265
F511160,I533266,I533267,I533269|I533272|I519810|I533268|I533271|I533270
F511161,"",I533279,I529439
F511162,I533281,I533283,I533280|I533282|I533285|I533284
F511163,"",I533295,I523894
F511164,I533296,I533297,I532676|I533298
F511165,I533302,I533303,I533306|I533307|I533305|I532677|I533308|I533304
F511166,I532680,I533309,I533310|I533311
F511167,I532681,I533312,I533314|I533318|I533316|I533317|I533315
F511168,I532681,I533313,""
F511169,I533319,I533320,I528970
F511170,I533327,I529598,I533328
F511171,I533329,I506537,I533330|I533332|I533331
F511172,I533333,I533334,I533336|I525532
F511173,I533335,I525532,I533338|I533339|I533361
F511174,I533340,I533341,I533343|I528597|I533342
F511175,I533340,"",I533344
F511176,I533345,I533346,I528624|I533347|I533350|I533351
F511177,I533352,I533353,I529945|I533355|I533356|I533354
F511178,I533357,I533358,I531702
F511179,I533359,I532080,""
F511180,I533360,I533361,I533362|I533363|I533365|I525483|I533366|I533368|I533371|I533372|I533373|I533374
F511181,I512138,I533376,I533382|I533387|I533386|I533385|I533384|I533383|I533388
F511182,I533389,I519037,I533391|I533392
F511183,I533390,I519037,I533393|I533394|I533395
F511184,I533402,I533403,I524665|I536976|I536974|I536975|I536977|I533405|I536978
F511185,I533404,I524665,I533406|I533407
F511186,I525541,I533408,""
F511187,I525543,"",I533411|I533412
F511188,I533414,I533415,I533425|I533426|I527137
F511189,I533416,I533417,I530385
F511190,I533418,I533419,I529071
F511191,I525710,I533421,I533422|I533552|I526597
F511192,I533428,I533429,I529093|I533517|I533535
F511193,I533435,I533434,I533436|I533437|I533438
F511194,I533440,I533439,I533557
F511195,I533442,I527360,I533443
F511196,I527354,I533444,I533445|I533446|I533447|I533448|I533449|I533450|I533451|I533452
F511197,I533453,I533455,I531938
F511198,I533454,I533456,I533453
F511199,I533457,I533458,I533455
F511200,I533461,I533462,I533465
F511201,I533463,I533464,I533467|I533462
F511202,I533467,I533468,I533469
F511203,I533470,I533471,I533468
F511204,I532003,I533474,I533475
F511205,I533476,I533477,I533474
F511206,I533478,I533479,I531934
F511207,I533482,I533481,I533483
F511208,I533461,I533490,I533491
F511209,I533492,I533493,I533490
F511210,I533494,I527356,I533495
F511211,I533496,I533497,I533494|I533498
F511212,I533498,I533499,I533500
F511213,I533501,I533502,I533499|I533503
F511214,I533503,I533504,I533507
F511215,I533505,I533506,I533504
F511216,I533511,I533512,I526699
F511217,I533513,I533514,I533515
F511218,I533516,"",I519753|I533513
F511219,I533518,I533519,I533428|I533553
F511220,I533520,I533521,I533429
F511221,I530378,I533522,I533523
F511222,I533524,I533525,I533522
F511223,I533528,I533529,I529812
F511224,I533530,"",I529517
F511225,I533536,I533537,""
F511226,I533538,I533539,I533537
F511227,I533540,I533541,I530187
F511228,I533542,I533544,I533543|I519129
F511229,I533545,"",I513468
F511230,I533546,I533547,I533545
F511231,I533553,I533554,I533555
F511232,I533559,I533558,""
F511233,I533560,I535731,I535730|I536632|I536641|I536755
F511234,I533562,I533561,I535419
F511235,I533563,I533564,I533562
F511236,I533567,I533568,I533569|I524080
F511237,I533570,I533574,I533567|I533576|I533575|I533573
F511238,I533571,I533572,I533570
F511239,I533577,I536756,I533578|I536757|I536758|I524081|I536759|I536760|I536761|I536762|I536763
F511240,I533569,I533578,""
F511241,I533579,I533580,I533676|I533572|I533675|I533677|I533678
F511242,I533581,I533582,I537345|I537346|I537347|I537344|I537348|I537349|I533571|I537350|I537351|I537352|I537332
F511243,I533583,I533584,I537355|I537357|I537358|I537356|I533581
F511244,I188,I189,""
F511245,I533586,I189,""
F511246,I188,I533588,""
F511247,I533576,I533590,""
F511248,I533575,I533591,""
F511249,I533573,I533592,""
F511250,I533587,I533593,""
F511251,I533594,I533595,I157|I533596|I540175|I540176
F511252,I533566,I533597,""
F511256,I533606,I540155,I540154|I540157|I540156
F511257,I533609,I514895,""
F511258,I514806,I533618,""
F511259,I533619,I533620,I533618
F511260,I533622,I533621,""
F511261,I533623,I533624,I533622
F511262,I533625,I537509,I537504|I530484
F511263,"",I517668,I517669
F511264,I515375,I533627,""
F511265,I527946,I533630,""
F511266,I533632,I533633,I515525|I533634
F511267,I533639,I533638,I533640
F511268,I533641,I533642,I533639
F511269,I533644,I533643,I533647
F511270,I533645,I533646,I533644
F511271,I533650,I528325,""
F511272,I533654,"",I530391
F511273,I533655,I533656,I530393
F511274,I530396,I533657,""
F511275,I533658,I533659,I539575|I533657
F511276,I530396,I533660,I533661
F511277,I530397,I533662,""
F511278,I528857,I533663,I533664
F511279,I533665,I533666,""
F511280,I533667,I533668,I533666
F511281,I533665,I533669,""
F511282,I533670,I533671,I535243|I533673|I533580|I533674|I533672
F511283,I533679,I533680,I533684|I533682|I533683|I533685|I533686|I533681|I533574|I533687|I533688|I533689|I533690
F511284,I533691,I533692,I533588
F511285,I533693,I533588,""
F511286,I533694,I533695,I533593
F511289,I533713,I515216,I533716
F511290,I533714,I533715,I533713
F511291,I533718,I520167,I533719
F511292,I533720,I533721,I533718
F511293,"",I515124,I533725
F511294,I533733,I533734,I527567
F511295,I512323,I533737,""
F511296,I533738,"",I533737
F511297,"",I505396,I533742
F511298,I533744,"",I527775
F511299,I533748,I533747,I533749
F511300,"",I516861,I533750
F511301,I528550,I533114,I533753|I533857|I533755
F511302,I533755,I533756,I533757|I533758
F511303,I533757,I533759,""
F511304,I533760,I533758,I533763
F511305,I533761,I533762,I533764|I533760
F511306,I533765,I533766,I533767
F511307,I533768,I533769,I529815
F511308,I533771,I528415,I533777|I533778|I533779|I533772
F511309,I533773,I533772,I533774
F511310,I533775,I533776,I537321|I537322|I537323|I533773
F511311,I533780,I533781,I533771|I533782|I533783|I533784
F511312,I533789,I533788,I533790
F511313,I533791,"",I525968
F511314,I533792,I533793,I533794|I525969
F511315,I533794,I533795,I533798|I533804|I533805|I533799|I533806
F511316,I533796,I533797,I533795
F511317,I533800,I533801,""
F511318,I533802,I533803,I533801
F511319,I533807,I533805,""
F511320,I533808,I533809,I531596|I533810|I533811|I533812|I533813
F511321,I533814,I533815,I533821|I529595|I533826
F511322,I533814,"",I533818|I533819|I533817|I533822|I533823|I533820|I533816|I533824|I533825
F511325,I529595,I533832,I533827|I533829
F511326,I533833,I533834,I533835|I533579|I533836|I533837|I533838
F511327,I533833,"",I533839|I533840|I533841
F511328,I533843,I533842,I533846
F511329,I533844,I533845,I533843
F511330,I533847,I533850,I529028|I528678
F511331,I533853,I533852,""
F511332,I533854,I533855,I533853|I533856
F511333,I533858,I533859,""
F511334,I533860,I533861,I533859
F511335,I533862,I533859,""
F511336,I533863,I533864,I533904|I534015
F511337,I533865,I533866,I533864
F511338,I533867,I533868,I523882
F511339,I533870,I533869,""
F511340,I533873,I533872,I533874
F511341,I533875,I533876,I533873
F511342,I533892,I533893,I528185
F511343,I533895,I533894,""
F511344,I533896,I533897,I533895
F511345,I520073,I533898,I533961
F511346,I533899,I533900,I533963|I533898|I534394
F511347,I533901,I533902,I517116
F511349,I533906,I533905,""
F511350,I510783,I533911,I533912
F511351,I533914,I533915,I523723
F511352,I533916,I533917,I533914
F511353,I533918,"",I533916
F511354,I533923,I533924,I512599
F511355,I533930,I533929,I533933
F511356,I533931,I533932,I533930
F511357,I507895,I533935,I533936
F511358,I533937,I533938,I533935
F511359,I533939,I533940,I522657
F511360,I533941,I533942,I533939|I533943|I533944
F511361,I533944,I533945,I533946
F511362,I533946,I533947,I533948
F511363,I533948,I533949,I533952
F511364,I533950,I533951,I533949
F511365,I519583,I533956,I533959
F511366,I533957,I533958,I533956
F511367,I533963,I533964,I533967
F511368,I533965,I533966,I533964
F511369,I533969,I533968,I533970|I534631
F511370,I533971,I533972,I533969
F511371,I534645,I533980,I528849
F511372,I533983,I533984,I533982
F511373,"",I527567,I533988
F511374,I533990,I533991,I533992
F511375,I533994,I517102,""
F511376,I533995,I533996,I533994
F511377,I533998,I533997,""
F511378,I533999,I534000,I533998
F511379,I534001,I534002,I503250
F511380,I534003,I534004,I519447|I538987|I514463
F511381,I534006,"",I534007|I515125
F511382,I534008,I534009,I507419
F511383,I534011,I514412,""
F511384,I530374,I534012,""
F511385,I534014,I534013,I515033
F511386,I534017,I531772,I534018
F511387,I534019,I508291,I535034|I534020
F511388,I534021,I534022,I534019
F511389,I533783,I534023,""
F511390,I533634,I534024,""
F511391,I534026,I534027,I527961
F511392,I520425,I534028,""
F511393,I534029,I534030,I534028
F511394,I504032,I534038,I534039
F511395,"",I520372,I534048
F511396,I534048,I534049,""
F511397,I534050,I534051,I534049|I534052
F511398,I534053,I534052,""
F511399,I534054,I527338,I534055|I534057|I534058|I534059|I534056|I534060
F511400,I534057,I534061,I534062|I534063
F511401,I534064,I534065,I501335
F511402,I534066,I506895,I535213|I535214|I534067|I535215
F511403,I506894,I534068,""
F511404,I534070,I534069,I534073
F511405,I534071,I534072,I534070
F511406,I534075,I507065,I535082|I534078
F511407,I534076,I534077,I534075|I535060
F511408,I534080,I501793,I534083
F511409,I534081,I534082,I534080
F511410,I534086,I534085,I535190|I535099|I534089
F511411,I534087,I534088,I534086|I534137
F511415,I534116,I534117,I506935
F511416,I534121,I534120,I535108|I534122
F511417,I502345,I534125,I534128
F511418,I534126,I534127,I534125
F511419,I501275,I534129,I534130
F511420,I534131,I534130,I534134
F511421,I534132,I534133,I534131
F511422,I534135,I505359,""
F511423,I534137,I534138,I534139
F511424,"",I534146,I535385|I534147
F511425,I524722,I534149,I538097|I538536|I538290|I534150|I538298|I537379|I534155|I534161
F511427,I534153,I524716,""
F511428,I534154,I538540,I515180|I538541
F511429,I523861,I534156,I534163|I534159|I534158|I537841|I534164|I534165|I534166|I534167|I534168|I534157|I534169|I534170|I534162|I534160|I534171|I534172|I534173|I534174|I534175
F511430,I534176,I534177,I517152|I534178
F511431,I534178,I534179,I539065
F511434,I537695,I534185,I534186
F511436,I537424,I534190,I537394|I538073|I538291|I538156|I538401|I538516
F511437,I534169,I537957,I534195|I534196|I538859|I538874|I538887|I534193
F511438,I534169,I534194,I538215
F511439,I534197,I534160,I534198|I534199|I534200|I534201|I534202|I534203|I534204|I534205|I534206|I534207|I534208
F511440,I534209,I524713,I537428|I537420|I534210|I537425|I537431|I537432|I534211|I534212|I537433
F511441,I534214,I534215,I525133
F511442,I534216,I534217,I534218
F511443,I515554,I534219,""
F511444,I534220,I534221,I534219
F511445,I534224,I534225,I523668
F511446,I534226,I534227,I533073|I534228
F511447,I534229,"",I533780
F511448,I534230,I534231,I534229|I534232
F511449,I529814,I534234,""
F511450,I534235,I534236,I535907|I534234|I535974
F511451,I534237,I529813,I534318
F511452,I534238,I534239,""
F511453,I534243,I534242,""
F511454,I534255,I534254,I536048
F511455,I534257,I534256,I535869|I535870
F511456,I534258,I534259,I534286|I535482|I534288|I534290|I534291|I534293
F511457,I534264,I534263,I534310|I534236|I535849|I534311|I534312
F511459,I534267,I534268,I534269|I534278
F511460,I534269,I534270,I534271|I534273
F511461,I534272,I534271,I536857|I536858|I536856
F511462,I534273,I534274,I534540|I534539|I534275|I535260
F511463,I534275,I534276,I534277
F511464,I534279,I534278,I536054|I536055|I536069|I536056
F511465,I534281,I534280,I535913|I535734
F511466,I534282,I534280,I536456|I536446
F511467,I534287,I534286,I538916|I538917|I538919|I538921|I538906
F511468,I534289,I534288,""
F511469,I534291,I534292,I534299|I534294
F511470,I534295,I534294,""
F511471,I534302,I534303,I534268
F511472,I534304,I534305,I534270
F511473,I534307,I534306,""
F511474,I534308,I534309,I534264|I535853|I529532|I535854|I535857
F511475,I534313,I534312,""
F511476,I534313,I534314,I534315
F511477,I534316,I534317,I534313
F511478,I534319,I534320,I534237
F511479,I534321,I534322,I534323|I534319|I534324
F511480,I534325,I534326,I534321|I534327|I534328
F511481,I534329,"",I534325
F511482,I534330,"",I534326
F511483,I534318,I534331,""
F511484,I534332,I534333,I533360|I534356|I534354
F511485,I534334,I534335,I534332|I535229|I535231
F511486,I533367,I534336,I534337|I535501|I534338|I534365|I534367|I534370|I535500|I535502
F511487,I534338,I534339,I535497|I534361|I534364|I534359|I534360|I534362|I534363
F511488,I534340,I533363,""
F511489,I534341,I533362,""
F511490,I533369,I534342,""
F511491,I534343,I534344,I534358|I539583|I534350
F511492,I532756,I534346,I534347|I534348|I534349
F511493,I532757,I534350,I534351|I534352
F511494,I534353,I532758,""
F511495,I534355,I534354,I534381|I534373
F511496,I534357,I534356,I534374|I534375|I534376|I534377
F511497,I534366,I534365,""
F511498,I534367,I534368,I534369
F511501,I534378,I534379,I528281
F511502,I534382,I534383,I532936|I534384|I534385|I534386|I534387
F511503,I534389,I534390,I519620|I539018|I525094
F511504,I534392,I534393,I512600
F511505,I534395,I534396,I533899
F511506,I534397,I534398,I533900
F511507,I534401,I534402,I527586
F511508,I528577,I534405,I534406|I534407
F511509,I534408,I534409,I500146|I534429|I534463
F511510,I534410,I534411,I500143|I534414|I534452
F511511,I534414,I534415,I534418|I534428|I534442|I534457|I534468|I534478
F511512,I534416,I534417,I534423|I534415
F511513,I515223,I534419,I534422|I534449
F511514,I534420,I534421,I534419
F511515,I534423,I534424,I534427|I534440|I534450|I534467|I534477
F511516,I534425,I534426,I534424|I534464
F511517,I534429,I534430,I534433|I534441|I534451|I534461|I534475|I534484
F511518,I534431,I534432,I534430
F511519,I534434,I534435,I534438|I534460
F511520,I534436,I534437,I534435|I534469
F511521,I534416,I534443,I534444
F511522,I534444,I534445,I534448|I534462|I534466
F511523,I534446,I534447,I534445
F511524,I534452,I534453,I534456|I534479
F511525,I534454,I534455,I534453
F511526,I534457,I534458,I534459
F511527,I534463,I534464,I534465|I534474|I534485
F511528,I534469,I534470,I534473|I534486
F511529,I534471,I534472,I534470
F511530,I533166,I534487,I534489|I534490|I534491|I534492|I534493|I538689|I538702|I538704
F511531,I534489,I534494,I534501|I534496|I534497|I534499|I534498|I534500
F511532,I534489,I534495,I534502
F511533,I534491,I534503,I535264|I534504|I535265|I535266|I535267|I535268|I535269|I535270|I535272
F511534,I534492,I534505,I534506
F511535,I534507,I534508,I519967
F511536,I534509,I534510,I537914
F511537,I534514,I534490,I538811|I534515|I538212|I538214
F511538,I534516,I534517,I519414
F511539,I534518,I534519,I519413|I534520|I534521|I534522
F511540,I534523,I534524,I534518
F511541,I534525,I534526,I534524
F511542,I534527,I534528,I534523
F511543,I534529,I534530,I519418
F511544,I534531,I534532,I534529
F511545,I534533,I534534,I534536|I531400|I534535
F511546,I534537,I534538,I532486
F511547,I534275,I534542,I535300|I534541
F511548,I534543,I534544,I524742|I534545|I534546|I534548|I534547
F511549,I534549,I534550,I534553|I532759|I534554|I534555|I534556|I534557|I534558
F511550,I532759,I534551,""
F511551,I532759,I534552,""
F511552,I517566,I534559,I534562
F511553,I534560,I534561,I534559
F511554,I534563,I534564,I506687
F511555,I534569,I533905,I534572
F511556,I534570,I534571,I534569
F511557,I507396,I534573,I507481
F511558,I534574,I534577,I512879
F511559,I534575,I534576,I534574
F511560,I515549,I534578,I534579
F511561,I534580,I523814,""
F511562,I529503,I534584,I534582|I534583
F511563,I534586,I534587,I534589|I535418|I534304
F511564,I534304,I534588,I534590|I534591|I534592
F511565,I500093,I534595,I506480
F511566,I534596,I534597,I534598
F511567,I534600,I534601,I534597
F511568,I503516,I534603,""
F511569,I534604,I534605,I534603
F511570,I534568,I534610,I534613
F511571,I534611,I534612,I534610
F511572,I534615,I534614,""
F511573,I534616,I534614,""
F511574,I534617,I534618,I534616
F511575,I534619,I534620,I534617|I534621
F511576,I534621,I534622,I534623
F511577,I534623,I534624,""
F511578,I534625,I534626,I534664|I534624
F511580,"",I510822,I534638
F511581,I534639,I533615,""
F511582,I534664,I534665,I534669|I534668
F511583,I534666,I534667,I534665
F511584,I534670,I534669,I534671|I534672|I534673|I534674|I534675|I534676|I534677|I534678|I534679
F511585,I534682,I534681,""
F511586,I534683,I534684,I534682
F511587,I534685,I534686,I524971
F511588,I534687,I534688,I534685|I534695
F511589,I534689,I534690,I534687
F511590,I534691,I534692,I534689
F511591,I534693,I534694,I531452
F511592,I534695,I534696,I534693
F511593,"",I527459,I534698
F511594,I534705,I507750,""
F511595,I534706,I507752,""
F511596,I534707,I534708,I534709
F511597,I534709,I534710,I534711
F511598,I534711,I534712,I534713|I535398|I535399|I535397|I535402|I535403|I535404|I535405|I535406
F511599,I534713,I534714,I535400|I535401|I535407|I535408|I535409
F511600,I534715,I508133,I534716
F511601,I534717,I534716,I534727|I534728|I534729|I534730|I534731|I534732|I534733|I534734
F511603,"",I506068,I506069
F511604,I534720,I534719,I534845|I534721
F511605,I534723,I503478,I534983|I534724
F511606,I534722,I534724,""
F511607,I534725,I534726,I534717|I534735
F511608,I534733,I534736,I534737|I535049|I535050|I535055
F511609,I534737,I534739,I534738
F511610,I503480,I534741,I534742
F511611,I534743,I534744,I534741
F511614,I534749,I505616,I534750|I534920
F511615,I534751,I534752,I534749
F511616,I534753,I534754,I505622
F511617,I534758,"",I504038
F511618,I534759,"",I504116
F511619,I534760,I534761,I534762
F511620,I534763,I534764,I534761
F511621,I534766,I534765,I534769
F511622,I534767,I534768,I534766|I534884
F511623,I534771,I534772,I534790|I534773|I534961
F511624,I534774,I534775,I534772
F511625,I534777,I534776,""
F511626,I534778,I534776,""
F511627,I534782,I534781,""
F511628,I534783,I534784,I534782
F511629,I534782,I534785,""
F511630,I506407,I534786,I537640
F511631,I534787,I534788,I506407
F511632,I505725,I534789,""
F511633,I505067,I534793,""
F511634,I534794,I534795,I506322
F511635,I534796,I534797,I534800|I534870
F511636,I534798,I534799,I534797
F511637,I534807,I534806,I534810
F511638,I534808,I534809,I534807
F511639,I534811,I534812,I505675
F511640,I534813,I534814,I505798
F511641,I534815,I534816,I534819
F511642,I534817,I534818,I534816
F511643,I534821,I534820,I534824
F511644,I534822,I534823,I534821
F511645,I534826,I534825,I534830|I534831|I534832|I534833|I534834|I534827|I534836|I534837|I534838|I534839|I534840
F511646,I534828,I534829,I534826
F511647,I534835,I534827,""
F511648,I534842,I534843,I505909
F511649,I506235,I534847,""
F511650,I527866,I534849,I534850
F511651,I534850,I534848,""
F511652,I534851,I534852,""
F511653,I505221,I534853,I534854
F511654,I534854,I534855,I534914|I534860|I534912|I537627
F511655,I534856,I534857,I534858
F511656,I534860,I534861,I534864|I534940
F511657,I534862,I534863,I534861|I534865
F511658,I534866,I534865,I534869
F511659,I534867,I534868,I534866
F511660,I534873,I534874,I505726
F511661,I505870,I534877,I534878
F511662,I534878,I534879,I534880
F511663,I534881,I534882,I534879
F511664,I534884,I534885,I534886
F511665,I534887,I534888,I534885
F511667,I505853,I534893,""
F511668,I534896,I534897,""
F511669,I534898,I534899,I534897
F511670,I534901,I534900,""
F511671,I534902,I534903,I534901
F511672,I534907,I534908,I506353|I534909|I534910|I534911
F511673,I534915,I534914,I534918
F511674,I534916,I534917,I534915
F511677,I534927,I519783,I534930
F511678,I534928,I534929,I534927
F511679,I534932,I505787,""
F511680,I505732,I534933,I534936|I534937|I534938|I534939
F511681,I534934,I534935,I534933
F511682,I534941,I534942,I505815
F511683,I534944,I534943,I534945
F511684,I534946,I534947,I534944
F511685,I534948,I534949,I534952|I534957|I534958|I534956|I534959
F511686,I534950,I534951,I534949
F511687,I534952,I534953,I534954|I534955
F511688,I534962,I534963,I534964
F511689,I534966,I534965,I534967
F511690,I534968,I534969,I534966
F511691,I534970,I534971,""
F511693,I503860,I534973,I534974|I538643
F511694,I534975,I534974,""
F511695,I534976,I534974,""
F511696,I534977,I534978,I534976
F511697,I534979,I534980,I506385
F511698,I534981,I534982,I505865
F511699,I534796,I534985,I534988
F511700,I534986,I534987,I534985
F511701,I534990,I534989,I534991
F511702,I534992,I534991,""
F511703,I534993,"",I534992
F511704,I534994,I534112,I534995
F511705,I534996,I534995,I534997
F511706,I534997,I534998,""
F511707,I534999,"",I534998
F511708,I535009,I535010,I506531
F511709,I535015,"",I501280
F511710,I535025,I535024,I535077|I535026
F511711,"",I517562,I535031
F511712,I523782,I535036,I535037
F511713,I535039,I535040,I506808
F511714,I535041,I535042,I535043
F511715,I535044,I535045,I535042
F511716,I535051,I535052,I535053|I534736|I535054
F511717,I535059,I535060,I535357|I535061
F511718,I535065,I535064,I535341|I535068
F511719,I535066,I535067,I535065
F511720,I535092,"",I501061
F511721,I535094,I535095,I535098
F511722,I535096,I535097,I535095
F511724,I535112,I535113,I535356|I535114
F511725,I535128,I535129,I535130|I535131|I535132|I535133|I535134|I535135|I535136|I535137|I535138
F511726,I535138,I535139,""
F511727,I535145,I535146,I501297
F511728,I535150,I535149,I535153
F511729,I535151,I535152,I535150
F511730,I535156,I535157,I503872
F511731,I535161,I535159,I535160
F511732,I535162,I535160,I535315|I535163
F511733,I535164,I535165,I535162
F511734,I535169,I535168,I535220|I535170
F511735,I535171,I535172,I535169
F511736,I535188,"",I502449|I500913
F511737,I535194,I535195,I506985
F511738,I506985,I535196,I535396|I535199
F511739,I535197,I535198,I535196
F511740,I535202,I535203,I502360
F511741,I535205,I535206,I502361
F511742,I535207,I535208,I535211
F511743,I535209,I535210,I535208
F511744,I535035,I535218,""
F511745,I506751,I535219,I507064
F511746,I535223,I535222,I535224
F511747,I535225,I535226,I535223
F511748,I535227,I535228,I534335|I535234|I535235|I535236
F511749,I535233,I534335,I535230
F511750,I535237,I535238,I533759
F511751,I535239,I535240,I535241|I533670|I535242
F511752,I535244,I535245,I535246|I535247|I535248|I535249|I535250|I535251|I535252|I535253|I534068|I535254
F511753,I533683,I535255,I535256|I535257
F511754,I534540,I535259,I535258|I535261|I535262
F511755,I535263,I534504,I535271|I535273|I535274|I535275|I535276|I535277
F511756,I535278,I534504,I535279
F511757,I535280,I535281,I535282|I535283|I533345|I535284
F511758,I534201,I535293,I535294
F511759,I535296,I504084,I535297|I535298|I535299
