Id,Husb,Wife,Children
F502538,I500278,I507633,I507634
F502539,I507635,I507636,I507633
F502540,I80,I507637,""
F502541,I507643,I503379,""
F502542,I507644,I507645,I503388
F502543,I503386,I507648,I507649|I507651|I507650
F502544,I507652,I507653,I507648|I527321|I527322|I527323
F502545,I507654,I507649,""
F502546,I507655,I507651,""
F502552,I507665,I503373,I507861
F502553,I507667,I507666,I507857|I507858
F502554,I507668,"",I99
F502555,I507669,"",I103
F502556,I507670,I505447,I513268
F502557,I193,I507671,I519212
F502558,I507672,"",I68
F502559,I503482,I507673,I515353|I503858|I502551
F502560,I504048,I507675,I504817|I504093|I504834
F502561,I507677,I507678,I506461
F502562,I507679,I507680,I507677
F502563,I507681,I507682,I507678|I507870|I535189
F502564,I507683,I534100,I534101|I534102|I534103|I501081|I534104|I534105
F502565,I501704,I507531,I502209|I502210
F502566,I504874,I504446,I504534|I504877
F502567,I501324,I502181,I501327
F502568,I507684,I507685,I506004
F502569,I10,I13,""
F502570,I501823,I507686,I507743|I507687
F502571,I507690,I507692,I507691|I507695
F502572,I507693,I507691,""
F502574,I507696,I507115,""
F502575,I507698,I507699,I507703|I503611|I507702
F502576,I507700,I507701,I507696
F502577,I507704,I507699,""
F502578,I507705,I507706,I507700
F502579,I507702,I507707,""
F502580,I507708,I507703,I526685|I526686|I526687|I526689|I507709|I526688
F502585,I507719,I512629,I507721|I507722|I507612|I507723|I507724
F502586,I507725,I507726,I507719|I510599|I510610|I529091|I529092
F502587,I507727,I507615,I509509|I509510|I509511|I509508|I509507|I509506|I509505
F502588,I507601,I507728,I509822|I510469
F502589,I507729,I507732,I507613|I514189|I512605|I526342
F502590,I507730,I507731,I529094|I507733|I507725|I519682|I519647|I519679
F502591,I507734,I507735,I507610
F502592,I507736,I507737,I526929|I507739|I510604|I507726|I527285
F502593,I507738,I507733,I512098|I532819
F502594,I507740,I507739,I518919|I518920|I507841|I512097|I518921|I512102
F502596,I507745,I503671,""
F502597,I507746,I507747,I503667
F502598,I503561,I507748,I507750|I507751|I507752
F502599,I507753,I531854,I531855|I500037
F502600,I507754,I507756,I507755
F502601,I502249,I507758,I507759|I507761
F502602,I507759,I507760,I532340|I532338|I532342
F502603,I507761,I507762,I533262|I533259
F502604,I502406,I507763,I507764|I507766|I507767
F502605,I507765,I507764,I532349|I533258
F502606,I507768,I507767,""
F502607,I507769,I502648,""
F502608,I507770,I502650,""
F502609,I507771,I507628,I507774
F502610,I507775,I507776,I500289|I507782|I507781
F502611,I507779,I507626,I507778
F502612,I507780,"",I507775
F502620,I507785,I507786,I500268|I507787|I507788
F502621,I507785,"",I507789|I507790
F502622,I500268,I507791,""
F502623,I507792,I502265,I507793|I507794
F502624,I507794,I507795,I507796|I507797
F502625,I507798,I507796,I526230
F502626,I507797,I507799,I507800|I507802
F502627,I507800,I507801,I507806|I507815|I507807
F502628,I507803,I507802,I507804|I507805
F502629,I507808,I507809,I507799
F502633,I507816,"",I507817
F502634,I507816,I507795,""
F502635,I507818,"",I507792
F502636,I507819,I507820,I507795|I524094|I524095|I524093
F502637,I507821,I507822,I507823|I507824|I507825|I507826|I507827|I507828|I507829|I507830|I507831|I507809|I507832
F502638,I507833,I507834,I528071|I528072|I507686|I528073|I507835|I528074|I528070
F502639,I507835,I507836,I507837
F502640,I507696,I507840,""
F502641,I527234,I507841,I531340|I531341|I526701|I527073|I531346|I531339|I531342|I531343|I531344|I531350
F502642,I507843,I507844,I525432|I525713|I525787|I526296|I507845
F502643,I507845,I507846,I507847
F502644,I507847,I507848,I507849
F502645,I507850,I507849,I507851
F502647,I507854,I507855,I507740|I512094|I531325|I531326
F502648,I507856,I507859,I507860
F502649,I507863,I507861,I507862|I507865
F502650,I507866,I502625,""
F502651,I507867,I507766,I509483
F502653,I507873,I507874,I507875
F502654,I501683,I507879,I507878
F502655,I539002,I507880,I514536|I507881
F502656,I502529,I507882,I514535|I514545|I514559|I514584|I507883|I507891|I514656
F502657,I507885,I507886,I505236
F502658,I507889,I507890,I502529
F502659,I507893,I507894,I507290
F502660,I507897,I507898,I507896|I517398
F502661,I507902,I507901,I508315|I508181
F502663,I507906,I507905,I508113|I514655|I514723|I514770
F502664,I507907,I507908,I514456|I514465|I514474|I510840
F502666,I507912,I507913,I525073
F502667,I507914,I507915,I507913
F502668,I507924,I507925,I505386|I507926
F502669,I507928,I507927,""
F502670,I507929,I507930,I507928
F502671,I507932,I507931,I517142
F502673,I507936,I507935,I510628|I512166|I510639
F502674,I507937,I507938,I507936
F502675,I507939,I507940,I506418|I520338
F502676,I506418,I507941,I514920
F502677,I507942,I507943,I507941
F502678,I507944,I507945,""
F502679,I507946,I507945,""
F502680,I507947,I507948,""
F502681,I507225,I507951,""
F502682,I507953,I507952,""
F502683,I507954,I507955,I507953|I511036
F502684,I502529,I507956,""
F502685,I507957,I507958,I507956
F502686,I507959,I507956,I514533
F502687,I503971,I507960,I507961|I527488
F502688,I507961,I507550,""
F502689,I507962,I507963,""
F502690,I507953,I507964,I508268|I534044|I510836|I534043|I527686|I527939|I512392|I511091
F502691,I507966,I507967,I523897|I534036
F502692,I507968,I503697,I507967|I514586
F502693,I507971,I503641,I508139
F502694,I507331,I507972,I510509|I510834|I508037|I511466
F502695,I507974,I507975,I506727
F502696,I507976,I507977,I516924|I512368
F502697,I507978,I507979,I507977
F502698,I507981,I507980,I523919|I534704|I516837|I517080
F502699,I507982,I507983,I507981|I514580|I515346|I508306|I512413|I514287
F502700,I507984,I507985,I500521|I511080
F502701,I507986,I507536,""
F502703,I507989,I507990,I507986|I515235|I522542|I525134
F502704,I505131,I507993,""
F502705,I507994,"",I507993
F502707,I507996,I507997,I514332|I507512|I510965
F502708,I507998,I507999,I507401
F502709,I507401,I508000,""
F502710,I508001,I508002,I508000
F502711,I508004,I508005,I527697|I508278|I510843
F502712,I508006,I508007,I508005|I527935|I512262
F502713,I507386,I508010,I508011|I508277
F502714,I508016,I502499,I511107|I517428|I517328|I516615|I508017
F502715,I503725,I508018,I511070|I510929|I508019
F502717,I501783,I508022,I502086|I501785
F502718,I534585,I508023,I508022
F502719,I508025,I508026,I507027|I516853|I514258|I512285|I510888|I510508|I510729|I508027
F502720,I507325,I507425,I508028|I508233
F502721,I507507,I508029,I510684|I508032|I514960|I524477
F502722,I508030,I508031,I508029
F502723,I503923,I508033,I508188|I508034
F502724,I508035,I508036,I508033
F502725,I503943,I508038,I508039
F502726,I508041,I508042,I510847|I510848|I510512|I508044|I508043
F502727,I508046,I503751,I508194|I508047
F502728,I503748,I508048,I511003|I508049
F502729,I508050,I508051,I508048
F502730,I508054,I508053,I510873|I510505|I510714|I508055
F502731,I503762,I508056,I510859|I510920|I510661|I508059
F502732,I514556,I508058,I508056|I525098|I508241|I517027|I527897|I527591
F502733,I508060,I507499,I511002|I510664|I508061|I524542
F502734,I508064,I508062,I512404|I511064|I511180|I510927|I508195|I508067|I508267
F502736,I507222,I508069,I508070
F502737,I507460,I507514,I508071
F502738,I507421,I508072,I508112|I508073|I508286
F502739,I188,I508075,I533587|I508074
F502740,I508076,I507390,I510740
F502741,I508077,I508078,I508076|I501225
F502742,I508079,I501791,""
F502743,I508080,I508081,I508079
F502744,I508083,I508082,""
F502745,I508084,I508082,""
F502746,I508085,I501124,""
F502747,I508086,I507385,I508133
F502749,I508088,I508087,I511249
F502750,I508089,I508090,I508171|I524489
F502751,I508091,I508092,I527785|I527859|I508090|I511219|I511195|I503994
F502754,I508097,I508096,""
F502755,I508098,I508099,I517030|I508097|I512234
F502756,I508100,I507281,I517449|I527503
F502757,I508101,I507281,""
F502758,I508103,I508102,I508175
F502759,I508105,I507298,I517511|I508106
F502760,I507384,I507254,I511188|I508107|I510782|I508231
F502761,I514770,I514755,I510700|I510762|I508115
F502763,I508117,I508118,I510937|I511015|I508119|I508211
F502764,I508120,I508121,I511058|I511116|I510935|I523768|I516627|I508124
F502765,I508122,I508123,I508121
F502766,I503953,I503950,I534701|I534663|I508125|I508126
F502768,I508129,I507383,I528824|I510507|I508132|I511464
F502769,I508130,I508131,I514377|I514566|I514568|I510675|I511147|I534037|I514895|I508129
F502770,I508134,I508135,I511047|I511048|I511129|I510841|I510844|I510501|I510795|I508136
F502771,I507287,I508137,I510663|I508138
F502772,I502514,I508139,I517195|I511049|I508140
F502773,I502521,I514867,I513381|I512403|I511041|I511128|I511006|I508142
F502774,I508144,I508143,I523776|I508147
F502775,I508145,I508146,I508144
F502776,I503640,I507177,I512260|I511052|I511055|I511177|I511011|I510719|I508148
F502777,I508150,I507387,I510652|I510657|I508193|I508151
F502778,I508152,I508153,I508099|I525024|I525189|I508150|I527898|I508010|I516842|I513382|I512407
F502779,I510753,I503342,I510794|I508157|I524491
F502781,I508162,I508160,I512275|I511135|I511005|I508163
F502782,I507362,I508165,I510860|I514894|I508162|I508054|I508135|I517266
F502783,I508161,I508166,I510846|I508169
F502784,I508167,I508168,I508166
F502785,I508173,I508172,I516808|I508174
F502786,I508176,I508177,I508103
F502787,I508178,I508179,I511807
F502788,I508180,I508181,I508179|I516986|I517233|I511221|I511071
F502789,I508183,I508182,I508221
F502790,I508185,I508184,""
F502791,I508186,I508187,I511123|I508185|I528821
F502792,I502558,I508192,I517192|I512265|I511127|I524487
F502794,I503311,I508198,I508199
F502795,I508199,I508200,I508201
F502796,I508202,I503947,I516829|I516830|I511087|I512258|I517406|I510983|I510833|I510761|I508203|I538638
F502798,I503077,I508205,I511074|I510979|I517006|I508206|I510650
F502799,I508206,I507221,I511193|I510971|I510674|I510764|I508207
F502801,I508213,I508212,I508214
F502802,I508217,I508216,I533732|I510940|I534643|I527476|I508218
F502804,I508222,I508223,I507093
F502805,I508225,I508226,I511013|I504004
F502806,I508228,I508229,I510781|I508230
F502807,I508234,I508235,I504188|I511463
F502808,I508237,I504067,I508240
F502809,I508238,I508239,I508237|I511378
F502810,I508241,I508242,I523782|I510800|I508244
F502811,"",I508243,I508242
F502812,I503807,I508246,I510796|I508249
F502814,I508251,I507393,I508250
F502815,I508252,I508253,I525040|I514574|I515523|I508313|I512408|I516913|I514873|I527932|I514972|I503864
F502816,I503113,"",""
F502817,I507322,I507487,I508197|I508257|I524479
F502818,I508259,I508258,I511186|I510926|I527539|I510799|I508262
F502819,I508260,I508261,I508259|I514976
F502820,I508263,I503843,I510798|I508264
F502821,I515375,I508266,I525025|I502528|I508263|I527839|I517081
F502822,I508268,I508269,I510722|I508270|I514994
F502823,I508271,I508272,I503576|I517264|I508269|I516841|I512423
F502824,I507488,I508273,I510687|I508274
F502825,I508275,I508276,I508273
F502826,I508279,I508278,I510806|I508282
F502827,I508280,I508281,I511481|I510914|I508279|I508246|I527592|I515001|I516961|I511232|I511031|I511179
F502828,I508283,I508284,I504540
F502829,I508287,I508288,I508072
F502830,I508290,I507265,I508291
F502831,I503758,I508293,""
F502832,I508294,I508295,I508293
F502833,I508297,I508296,""
F502834,I508298,I508299,I518257
F502835,I508300,I503768,""
F502836,I503098,I508302,""
F502837,I514516,I508303,I508304
F502839,I508309,I508310,I507879|I517810|I514485
F502841,I508317,"",I507291
F502842,I508318,I508319,I508261
F502843,I508322,I508323,I507434
F502844,I507434,I508325,I508324|I510696
F502845,I508326,I508327,I508325
F502846,I508328,I508329,I517900|I517911|I517921|I514347|I514596|I517259|I508114|I514755|I514774
F502847,I508333,I508332,I509884|I509947|I508334|I508408
F502848,I500765,I508336,I508333|I509254|I509566
F502849,I508339,I508340,I508342
F502850,I508341,"",I508340
F502851,I508344,I508345,I508356|I510038|I508698|I516061|I508707|I508565|I508353
F502852,I508360,I508347,I509145|I508348|I508513|I509371
F502854,I508346,I508354,I508355|I508365|I508366|I508367|I508368
F502855,I508356,I508357,I508393|I508346|I508394
F502856,I508358,I508359,I508354
F502857,I508346,I508361,I508362
F502858,I508363,I508364,I508361
F502859,I508369,I508354,I508377|I508376|I508378
F502860,I508370,I508371,I508357|I508373|I508374|I508375
F502861,I508372,"",I508370
F502862,I508369,I508379,""
F502863,I508380,I508381,I514742
F502864,I508369,I508382,""
F502865,I508383,I508384,I508358
F502866,I508385,I508386,I508384
F502867,I508387,I508388,I508391|I508392|I508359|I525304
F502868,I508389,I508390,I508388
F502869,I508394,I508395,I508399|I508400|I508401|I508398|I508397|I508396
F502870,I508396,I508382,""
F502871,I508366,I508402,I508434|I508435|I508439|I508440|I508441|I508436|I508437|I508442|I508438
F502872,I508367,I508403,I508427|I508428|I508429|I508430|I508431|I508432|I508433
F502873,I508355,I508404,I508444|I508445|I508446|I508447
F502874,I508405,I508368,""
F502875,I508406,I508407,I508404
F502876,I500728,I508410,I508411
F502877,I508331,I508412,I508413
F502878,I502933,I508414,I508415
F502880,I503003,I502713,I508417
F502881,I502993,I508418,I508419
F502882,I508420,I508421,I508422
F502883,I508423,I509880,I508425
F502884,I509088,I502871,I508424|I509880
F502885,I502791,I500751,I51|I503027|I503046|I503610
F502886,I508438,I508443,""
F502887,I508449,I508985,I509169|I509327|I509436|I509170|I509052|I509185
F502888,I508457,I508459,I508458|I509424|I509577
F502889,I508458,I508460,I508461
F502890,I508462,I508463,I508460
F502891,I508468,I509449,I508469
F502892,I508470,I508471,I508474
F502893,I509257,I508473,I509403|I509574|I508471|I509854
F502894,I508485,I500713,I508486
F502895,I500679,I508497,I508498
F502896,I508513,I508514,I508515|I508517
F502897,I508521,I508522,I500753|I508875|I508950|I509037
F502898,I508523,I508529,I508694|I502754|I508914|I500659|I508530|I508550|I508551
F502899,I508535,I508539,I502859|I508538|I508714|I516031|I509110
F502900,I508536,I508605,I502758|I508606
F502901,I508537,I508547,I502759|I509130|I508546|I508553|I508558
F502902,I508540,I508538,""
F502903,I508541,"",I508540
F502904,I508543,I508542,""
F502905,I508544,I508729,I516053|I502673|I508728
F502907,I508548,I508685,I500610|I508684
F502908,I508549,I508653,I508662|I508345
F502910,I508554,I508563,I508629|I502819|I508564|I508575|I508584
F502911,I502858,I508569,I508570|I508574
F502912,I508576,I508577,I520758|I508738|I500795|I508586
F502913,I502858,I508587,I508588|I508830|I500839
F502915,I508603,I508604,I502784|I508602
F502916,I508607,I508608,I508554|I508609
F502917,I508609,I508610,I508611|I508623|I508708
F502918,I508612,I508613,I508696|I508614|I520759|I508691|I502749
F502919,I508614,I508615,I509127|I508616
F502920,I508618,I508619,I508620|I500636|I508722|I508675
F502921,I508620,I508621,I502674|I508648|I508622
F502922,I508624,I508625,I508626|I502773
F502923,I508626,I508627,I508649|I508672|I508628|I508630
F502924,I508633,"",I502753
F502926,I508635,I508647,I509119|I502731|I508639|I508687|I508646
F502927,I508636,"",I508563
F502928,I508554,I508637,I508643|I508601
F502929,I508638,I508719,I508537|I508718|I508766|I508743
F502930,I508640,I508639,I530618|I530539|I525276|I530683|I525270|I525271
F502931,I508641,I525266,I530626|I508640|I525277|I530623|I525267|I525268
F502932,I508642,"",I508543
F502933,I508644,I508643,""
F502934,I508645,"",I508644
F502935,I508651,I508650,I502747|I508804
F502939,I508662,I508663,I508665|I520894|I508805|I508673|I508664|I508872|I508713|I508737
F502941,I509119,I508670,I508674|I508669|I509003|I508709
F502943,I508675,I508676,I508677|I508734|I508756|I508765|I508797|I508839|I508888|I508913
F502944,I508679,I508680,I508535|I508681|I508344|I510040|I508740
F502945,I508681,I508682,I508749|I516071|I516057|I508683
F502946,I508686,I508684,""
F502947,I508688,I508687,I516062|I516067|I508717|I508733|I508752|I508760|I508770|I508829
F502948,I508689,I509140,I508688|I509558|I508859|I509226
F502949,I508537,I508690,I516082|I516083
F502950,I508692,I508691,I520784|I520830|I520857|I510319|I503018|I510067
F502951,I508693,I520766,I508692|I520767
F502952,I508695,I508694,I509026|I520771
F502954,I508699,I508700,I508701|I508372|I508702|I536764|I536765|I536766
F502955,I508701,I508703,""
F502956,I508704,I508706,I508705
F502957,I508710,I508711,I508761|I516050|I508978|I502881
F502958,I500703,I508712,I502882|I508840|I508897|I508920|I508939|I500680
F502959,I508714,I508715,I508716|I508763
F502960,I508718,I508720,I508721
F502961,I508722,I508723,I508724|I509345|I508739|I508755|I508764|I508801|I508832|I508876
F502962,I508725,I508726,I516051|I508727|I508748|I502889
F502963,I508730,I508728,I508731
F502964,I508609,I508736,I508735|I508757|I508798
F502965,I508740,I508741,I508742
F502966,I508743,I508744,I508745
F502967,I508746,I508747,I502901|I508769|I508776|I508846|I508941|I509165|I509166|I509131
F502968,I508749,I508750,I508751|I508796
F502969,I508753,I508754,I516045|I516040|I516056|I502956
F502970,I508614,I508761,I508762|I508843|I508857
F502971,I508767,I508766,I508768
F502973,I509128,I508774,I508557|I509323|I508772|I508775|I509413
F502974,I505372,I508777,I508778|I508779|I508780|I508781|I508782|I508783|I508784|I508785|I508786
F502975,I508787,I503344,I508788
F502976,I508789,I508788,""
F502977,I508790,I540087,I540088|I540090|I503343|I540089|I540091|I540096
F502978,I508791,"",I508787
F502979,I508792,"",I508789
F502980,I508793,"",I500024
F502981,I508794,I75,""
F502982,I508795,"",I74
F502983,I508851,I508799,I508600|I508825|I508852|I508885
F502984,I508537,I508800,I509097|I508849
F502986,I508804,I508805,I508867|I508806|I508838|I508880|I508903|I508926|I508948|I509020
F502988,I508809,I508810,I508811|I508841|I508889|I508909|I508928
F502989,I508822,I508814,I508868|I508815|I508847|I508882|I509597
F502990,I508816,I508817,I509000|I516068|I502716|I516084|I508818|I508848|I509257
F502991,I508819,I508447,I508820|I508821
F502992,I508833,I508832,I508834
F502993,I508855,I508856,I502740|I508904|I508932|I508952|I508957|I509040|I509072
F502994,I508609,I508858,""
F502995,I508859,I508533,I508898
F502997,I508860,I508861,I516060|I516065|I508823|I508866
F502998,I508863,I516048,I502767|I509128|I516049
F502999,I508871,I516036,I502772|I508725|I516035
F503001,I508874,I509121,I508816|I516072|I508851
F503002,I508344,I508877,I502814
F503003,I502734,I508883,I508884|I508907|I508924
F503004,I508906,I508886,I508887|I508917
F503005,I508525,I508892,I508893
F503006,I508674,I508894,I508895|I502906|I508918|I508943|I509041
F503007,I508531,I508896,I502912|I508945
F503008,I508900,"",I502887
F503009,I508905,"",I508856
F503011,I508915,I508914,I508996|I509681|I508998|I508999|I509102|I508916|I508946
F503012,I508752,I508560,I509331|I508922|I508937|I509015
F503013,I508930,I508929,I508923|I508955|I509024|I509051|I509073|I509559|I509205|I509225
F503014,"",I508766,I508933
F503015,I502745,I508934,I508935|I508959|I509162
F503016,I508938,I509126,I508712|I516043|I508985|I516081|I509556
F503017,I508942,"",I508894
F503018,I502763,I500849,I508947|I509016
F503019,I508954,"",I508929
F503020,"",I508960,I509420|I500833|I509031
F503021,I508961,I516041,I516042|I508960
F503022,"",I508776,I508963|I509156|I509268
F503023,I508815,I502880,I509200|I508968|I509251|I509370
F503026,I508596,I508916,I508974
F503029,I508979,I508567,I509555
F503030,I508980,I508982,I508906|I508981
F503032,I508981,I508566,""
F503033,I508984,I502764,""
F503034,I508449,I508986,""
F503037,I508709,I508737,""
F503038,I508989,I508721,""
F503039,I508990,I508762,I510077|I510084
F503040,I508716,I508991,I509030
F503041,I502736,I508993,""
F503043,I508995,I508353,""
F503044,"",I508997,I508746
F503045,I502856,I509002,""
F503046,I509004,I509134,I508810|I516052|I508930|I516080
F503047,"",I509006,I500703
F503048,"",I509009,I500588
F503049,I508564,I502881,I509017|I509033|I509056|I509086|I508972
F503050,I509018,I510275,I500782|I510285
F503051,I508745,I509026,I509389|I509163|I509028|I509053|I509070|I509201
F503053,I508561,I509035,I509036|I509058|I509076|I500726|I509211|I509230|I509261|I509380
F503054,"",I509038,I509039
F503055,I509046,I509047,I508962|I502877|I509071
F503056,"",I509048,I509049
F503057,I508812,I509059,I509060|I509085|I509210|I509238|I509398
F503058,I509061,"",I500823
F503060,I508590,I508893,I509074|I509198|I509215|I509223|I503021|I509283
F503061,I509081,"",I502669|I510178
F503062,I509083,"",I500745
F503063,I500734,I509089,I509180
F503065,I509091,I508837,I520637|I520662
F503066,I509092,I508801,""
F503067,I509094,I509095,I516039|I502944
F503068,I509096,"",I508991
F503069,I509097,I508828,I509887|I509197|I509216|I509232|I509262|I520655
F503070,I509099,I509098,""
F503071,I509100,I509101,I502911
F503072,I508880,I508902,I502782|I502733|I509255|I509264|I509388|I509449|I509656|I509750|I509855
F503073,I509103,I509102,""
F503074,I509104,I508585,I509172
F503075,I509105,I508585,I510091|I510092|I510095
F503076,I509106,I509107,I509105
F503077,I508839,I508908,I509363|I509375|I509432|I509433|I502884|I509680|I509831|I509834|I509879
F503078,I509108,I509109,I502902|I509114|I509596
F503079,I509110,I516038,I509111|I509220|I509329|I509455
F503080,I509112,I509111,I509859|I509219|I509239|I509383
F503081,I509113,"",I509112
F503083,I509114,I508600,I520687|I509242|I509394|I509575|I509660
F503084,I509116,I509117,I509602|I500752|I509118
F503085,I509118,I508891,I502955
F503086,I509120,"",I509116
F503087,I508445,I509123,I509124|I509125|I509122
F503088,I509129,I516031,I508836
F503091,I508606,I509133,""
F503093,I502753,I509142,""
F503095,I509150,I509151,I508855|I509152
F503096,I509153,"",I508980|I509150
F503097,I509032,I509454,I500701
F503098,I509164,"",I502751
F503099,I502675,I509171,""
F503101,I509174,I509742,I509046|I516095|I502811|I508879|I508908
F503102,I509175,I509173,I509174
F503103,I520759,I509176,I510037
F503104,I509177,I509178,""
F503105,I509179,I516104,I509177|I508689|I516103
F503106,I509181,I509182,I508773
F503107,I509184,I508973,""
F503108,I508936,I509187,I520668|I520676|I520653|I520654
F503109,I509188,I509189,I528043|I509187
F503110,I509190,I509191,I502852
F503111,I509192,I509193,I502851|I528144|I528145|I509348|I509359|I520663|I520666|I509772
F503112,I508946,I509036,I509366
F503113,I509194,I508765,I509361
F503114,I509202,"",I500712|I509035
F503116,"",I508566,I509204
F503117,I509206,"",I502746
F503120,I509220,I509221,I509222|I509263|I509692
F503121,I509010,I500701,""
F503123,I508735,I508578,I509008|I500741|I508956|I509010|I509042|I509055|I500609|I500617|I509224
F503124,I509227,I509226,I510129|I503017|I510090
F503125,I508889,I509235,I509973|I509237|I509270|I509399
F503126,I509236,"",I509235
F503127,I502722,I509240,I509241|I509277
F503129,I508879,I509247,I500826|I509248|I509279
F503131,I509257,I509258,I520760|I509343|I509259
F503132,I509265,I508524,I509347|I509266|I509386
F503133,I509890,I509272,I509634|I510233|I509273|I502842
F503134,I502822,I509275,I509276|I509409|I509410
F503135,I508948,I508951,I509278|I509396
F503136,"",I509031,I509281|I509422|I509629|I509658
F503137,I508449,I509288,I520794|I510287|I510295|I502802|I509294
F503139,I509290,I502803,""
F503140,I508773,"",I509129
F503141,I509293,I508885,""
F503142,I509295,I509294,""
F503143,I509296,I509297,I508449
F503144,I508449,I509298,""
F503145,I509184,I509298,""
F503146,I509299,I509300,I509298
F503147,I509301,I508899,""
F503148,I509302,I509303,I509301
F503149,I509304,I509305,I509540|I509265|I509461
F503151,I509308,I509309,I509307
F503152,I509130,I502820,""
F503153,I509310,I502820,I509993
F503154,I509311,I509312,I509310
F503155,I509313,I509314,I516085|I509240|I509557|I509333
F503156,I509315,I508916,""
F503157,I509316,I509317,I509315
F503159,I508923,I509319,I509393
F503160,I516075,I509321,I509319
F503161,I509322,I509022,""
F503162,I509324,I509323,I509344
F503163,I509325,I509326,I509324
F503164,I509327,I509328,I509397|I509423|I509582|I509688|I509782|I509912|I510028
F503165,I509329,I509330,I509653|I509736|I509775
F503166,I509331,I509332,I509378|I509431|I509592|I509655|I509716|I509841|I509983
F503167,I509334,I509333,""
F503168,I509335,I508846,I509453|I509849
F503169,I500600,I508955,I500689|I509723
F503170,I509336,I508776,I509404|I509440|I509648
F503171,I509545,I509338,I509543|I509336
F503172,I509339,I508483,I509421|I509444
F503173,I508804,I509340,I520762
F503174,I509345,I509346,""
F503175,I509349,I509348,""
F503176,I509350,I509351,I509771|I509349|I520682
F503177,I509352,I509353,""
F503178,I508360,I509354,I510034|I509570
F503179,I509355,I509356,I509354|I509357|I520684
F503180,I509357,I509358,I509568
F503181,I509360,I509359,I520745
F503182,I509220,I509364,I509365|I516115|I509982
F503183,I508925,I509376,I509377|I509430|I502997|I509732|I509843|I509928|I509977|I509978
F503184,I509389,I508893,I509390|I509426|I509450|I509670|I509765|I509858|I509931|I509948
F503185,I508924,I509391,I509392|I509571|I509685|I509780|I509910|I509938
F503186,I508879,I509400,I509401|I509429|I509580|I509739
F503187,I508673,I508978,""
F503188,I502901,I509405,I509406|I509452|I509687|I509778
F503189,I509041,I509407,I509408|I509445|I509590|I509676|I509753|I509842|I509878|I509907|I510050|I509989
F503190,I509413,I509412,I509414|I509572|I509626|I509725
F503191,I509337,I509420,I509419|I509624|I509695|I509868
F503193,I509437,I509436,I509438|I509588|I509735|I509828
F503194,I510233,I509442,I509443
F503195,I509456,I509455,""
F503196,I508841,I509457,""
F503197,I509458,I509457,""
F503198,I509459,I509460,I503051|I520688|I509391
F503199,I500715,I509461,""
F503202,I509058,I509042,""
F503203,I508437,I509465,""
F503204,I506380,I509466,I509467|I509468|I509469
F503205,I509470,I509471,I509475|I509473|I509472|I503427|I509474
F503206,I509476,I509477,I503419
F503207,I503387,I509478,""
F503208,I509484,I503668,""
F503209,I509485,I503668,""
F503210,I509486,I509487,I500177
F503211,I509493,I509494,I502396|I509495
F503212,I509496,I509497,I509501|I509504|I509498|I507727|I509499|I509500|I509502|I509503
F503213,I507638,I509512,I509514|I509515|I509516|I509513
F503214,I509517,I509518,I509520|I509521|I506346|I509524|I509523|I509522|I509519
F503215,"",I509518,I509525
F503216,I509526,I505718,I509527
F503217,I505723,I509528,I509531|I509529|I509532|I509530
F503219,I508969,I509541,""
F503220,I509542,I509541,I520694|I502928
F503221,I509543,I509544,I509337
F503223,I500673,I508978,""
F503226,I509552,I509551,I509591|I509690|I509784|I509925
F503227,I509553,I509554,I509552
F503228,I502811,I500772,""
F503229,I509555,I509087,""
F503230,I509307,I508927,""
F503232,I503051,I509564,""
F503233,I509553,I509540,""
F503234,I509355,I509569,""
F503235,I509576,I509637,I508459
F503236,"",I509235,I509578
F503237,I509579,I509740,I510206|I509400
F503238,I508919,I509584,I509585
F503239,I508920,I509586,I509587|I509749|I509909
F503240,I509030,I509593,I509594|I509673|I509703|I509833|I509935
F503241,I509597,I509596,I509598
F503242,I508944,I509054,I509686|I509755|I509846|I509930
F503243,I509599,I509600,I510311|I509103|I509601|I510138
F503244,I509601,I509079,I510151
F503245,I500783,I500609,I509701|I509781|I509863|I509933
F503246,I507605,I509603,I509605|I509607
F503247,I509606,I509605,I509611|I509612|I509613
F503248,I509608,I509607,I509614|I509616|I509617
F503249,I509609,I509604,I509610
F503250,I509615,I509614,I510467
F503251,I509618,I509619,I509606
F503252,I509620,I509621,I509609|I509805
F503253,I509622,"",I509608
F503254,I509053,I509023,I509751|I509851|I509899|I510009
F503255,I500815,I509078,I509774|I509903
F503257,I502811,I509199,I509761|I509850|I509926|I509954
F503258,I509025,I500821,I509698|I509757|I509786|I509911
F503259,I509634,I509060,""
F503260,I500781,I509635,""
F503261,I509636,I508459,I509995|I509677|I509779|I509895|I509960
F503262,I509638,"",I509637
F503263,I509639,I509640,I509636
F503264,I520755,I508713,I509437
F503266,I509644,I509645,I509287
F503267,I509646,"",I509645
F503268,I509649,"",I509047
F503269,I509651,I509652,I509330|I502788
F503271,I509661,I509662,I509665|I509764|I509865|I509941|I510030|I510047|I510055
F503272,I509663,I509664,I509662
F503273,I516094,I509667,I509661
F503274,I509668,I508526,I509667
F503275,I509671,I509672,I509593
F503276,I509674,I509675,I520672|I520633|I520650|I509407|I520683|I520660
F503277,I509678,I509679,I508676
F503278,I509682,I509683,I500685|I508883|I516063|I516105
F503280,I509691,"",I509221
F503281,I509693,"",I509364
F503282,I509699,I516108,I508663
